name_en,name_fr,serving_size,serving_size_fr,calories,fat,saturated_fat,trans_fat,polyunsaturated_fat,monounsaturated_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugars,protein,vitamin_d,calcium,iron,potassium,vitamin_a,vitamin_c,serving_size_100,calories_100,fat_100,saturated_fat_100,trans_fat_100,polyunsaturated_fat_100,monounsaturated_fat_100,cholesterol_100,sodium_100,carbohydrates_100,dietary_fiber_100,sugars_100,protein_100,vitamin_d_100,calcium_100,iron_100,potassium_100,vitamin_a_100,vitamin_c_100
Fried Chicken Wing No Coating (Skin Eaten),Aile de poulet frite sans enrobage (peau mangée),1 small (yield after cooking-bone removed),"1 petit (rendement après cuisson, os retiré)",89,6.33,1.651,-,1.468,2.504,31,120,0,0,0,7.56,-,5,0.35,52,14,0,100 g,318,22.62,5.897,-,5.244,8.942,109,429,0,0,0,27.01,-,17,1.26,184,49,0
Fried Egg,Oeuf frit,1 large,1 grand,92,07.04,1.975,-,1.224,2.919,210,94,0.4,0,0.38,6.27,0,27,0.91,68,91,0,100 g,201,15.31,4.294,-,2.66,6.346,457,204,0.88,0,0.83,13.63,1,59,1.98,147,198,0
Fried Egg,Oeuf frit,1 large,1 grand,89,6.76,1.88,-,1.214,2.754,210,238,0.43,0,0.38,6.24,-,26,0.91,67,88,0,100 g,194,14.69,4.087,-,2.639,5.987,456,518,0.93,0,0.83,13.56,-,57,1.98,145,192,0
Fried Egg,Oeuf frit,1 serving (1.31 oz),"1 portion (1,31 once)",46,3.00,-,-,-,-,96,58,2.00,2.0,0.00,2.00,-,-,-,-,-,-,1 serving (1.31 oz),46,3.00,-,-,-,-,96,58,2.00,2.0,0.00,2.00,-,-,-,-,-,-
Fried Egg without Fat,Œuf au plat sans matière grasse,1 large,1 grand,73,4.93,1.537,-,0.677,1.89,210,223,0.38,0,0.38,6.24,-,26,0.91,66,70,0,100 g,166,11.21,3.494,-,1.538,4.296,477,507,0.87,0,0.87,14.18,-,60,02.07,151,158,0
Fried Floured or Breaded Carp,Carpe Frite Farinée ou Panée,100 g,100g,279,15.77,3.253,-,4.502,6.584,98,547,12.33,0.8,1.23,20.77,-,78,2.18,373,20,1.3,100 g,279,15.77,3.253,-,4.502,6.584,98,547,12.33,0.8,1.23,20.77,-,78,2.18,373,20,1.3
Fried Floured or Breaded Crayfish,Écrevisses frites farinées ou panées,1 oz-without shell of,1 oz-sans coque de,63,3.29,0.693,-,0.965,1.35,43,96,3.12,0.1,0.15,4.82,-,12,0.47,84,9,0.2,100 g,221,11.6,2.445,-,3.403,4.762,151,337,11.01,0.5,0.54,17.01,-,44,1.65,298,31,0.8
Fried Floured or Breaded Mackerel,Maquereau frit fariné ou pané,1 oz of boneless,1 once de désossé,83,5.42,1.265,-,1.513,2.104,24,116,2.34,0.1,0.23,5.83,-,11,0.47,113,9,0.3,100 g,292,19.12,4.461,-,5.336,7.421,83,408,8.24,0.5,0.82,20.55,-,40,1.66,400,33,1
Fried Floured or Breaded Swordfish,Espadon frit fariné ou pané,1 oz of boneless (yield after cooking),1 oz de désossé (rendement après cuisson),67,3.79,0.859,-,1.076,1.578,16,113,2.23,0.1,0.22,5.67,-,8,0.38,82,10,0.2,100 g,248,14.05,3.182,-,3.987,5.846,59,419,8.25,0.5,0.82,21.01,-,29,1.41,305,37,0.8
Fried or Battered Breaded Floured Shrimp,Crevettes farinées panées ou frites,1 medium (shelled),1 moyen (décortiqué),27,1.35,0.285,-,0.41,0.531,20,54,1.29,0.1,0.06,2.28,-,7,0.33,22,7,0.2,100 g,245,12.26,2.589,-,3.724,4.829,183,487,11.77,0.5,0.54,20.7,-,65,2.99,197,62,1.4
Fried Polenta,Polenta frite,1 strip or slice,1 bande ou tranche,77,0.35,0.047,-,0.148,0.086,0,38,16.24,1.5,0.13,1.77,-,2,0.86,34,2,0,100 g,150,0.68,0.092,-,0.291,0.169,0,75,31.85,3,0.26,3.48,-,3,1.69,66,5,0
Fried Pork Chop,Côtelette de porc frite,100 g,100g,279,18.5,6.8,-,2.107,8.003,80,383,0,0,0,26.41,-,23,0.8,415,2,0.5,100 g,279,18.5,6.8,-,2.107,8.003,80,383,0,0,0,26.41,-,23,0.8,415,2,0.5
Fried Potato Skins,Pelures de pommes de terre frites,1 cup,1 tasse,465,13.82,3.313,-,1.74,8.1,0,803,79.8,11.5,3.43,7.39,-,49,9.37,1111,1,23.8,100 g,419,12.45,2.985,-,1.567,7.297,0,723,71.89,10.4,03.09,6.66,-,44,8.44,1001,1,21.4
Fried Potato Skins with Cheese,Pelures de pommes de terre frites au fromage,"1 Skin from small (1-3/4"" to 2-1/4"" dia-raw)","1 peau de petite taille (1-3/4"" à 2-1/4"" de diamètre brut)",87,3.57,1.461,-,0.301,1.63,5,147,11.79,1.7,0.53,2.23,-,40,1.41,168,12,3.5,100 g,414,16.99,6.957,-,1.431,7.76,23,698,56.14,8.1,2.52,10.63,-,192,6.71,799,59,16.6
Fried Potato Skins with Cheese and Bacon,Pelures de pommes de terre frites avec fromage et bacon,"1 Skin from medium (2-1/4"" to 3"" dia-raw)","1 peau de taille moyenne (2-1/4"" à 3"" de diamètre brut)",167,7.91,3.087,-,0.735,3.507,15,214,18.14,2.6,0.81,06.03,-,63,2.26,297,20,6.7,100 g,397,18.84,7.349,-,1.75,8.351,36,509,43.2,6.2,1.93,14.35,-,149,5.37,707,47,15.9
Fried Rice,Riz sauté,1 cup,1 tasse,333,12.34,2.251,-,5.344,3.776,103,822,41.7,1.4,1.5,12.47,-,38,2.75,202,42,3.4,100 g,168,6.23,1.137,-,2.699,1.907,52,415,21.06,0.7,0.76,6.3,-,19,1.39,102,21,1.7
Fried Tofu,Tofu frit,1 piece,1 pièce,35,2.62,0.379,-,1.481,0.579,0,2,1.36,0.5,0.35,2.23,-,48,0.63,19,0,0,100 g,271,20.18,2.918,-,11.39,4.456,0,16,10.49,3.9,2.72,17.19,-,372,4.87,146,1,0
Fried Whole Wheat Puri or Poori Bread (Indian Puffed Bread),Pain Puri ou Poori de blé entier frit (pain soufflé indien),"1 puri (approx 4-4/5"" dia)","1 puri (environ 4-4/5"" de diamètre)",107,3.39,0.512,-,1.29,1.358,0,247,16.82,1.7,0.08,2.71,-,6,0.96,58,0,0,100 g,296,9.43,1.422,-,3.584,3.771,0,685,46.73,4.7,0.21,7.54,-,17,2.68,161,0,0
Frosted Sweet Cinnamon Bun,Petit pain givré à la cannelle,1 medium,1 médium,227,9.14,1.723,-,3.958,2.895,32,207,33.97,1.1,24.58,03.01,-,35,0.77,55,43,1,100 g,378,15.23,2.871,-,6.596,4.826,53,345,56.62,1.9,40.96,05.01,-,59,1.29,92,72,1.6
Frozen Blackberries,Mûres surgelées,100 g,100g,64,0.43,0.015,-,0.245,0.041,0,1,15.67,5,10.67,1.18,-,29,0.8,140,6,3.1,100 g,64,0.43,0.015,-,0.245,0.041,0,1,15.67,5,10.67,1.18,-,29,0.8,140,6,3.1
Frozen Cantaloupe (Balls),Cantaloup surgelé (boules),1 cup,1 tasse,59,0.33,0.088,-,0.14,0.005,0,28,14.12,1.6,13.6,1.45,-,16,0.36,462,279,60.4,100 g,34,0.19,0.051,-,0.081,0.003,0,16,8.16,0.9,7.86,0.84,-,9,0.21,267,161,34.9
Frozen Cherries,Cerises surgelées,100 g,100g,46,0.44,0.1,-,0.132,0.12,0,1,11.02,1.6,09.02,0.92,-,13,0.53,124,44,1.7,100 g,46,0.44,0.1,-,0.132,0.12,0,1,11.02,1.6,09.02,0.92,-,13,0.53,124,44,1.7
Frozen Chicken Nuggets,Nuggets de poulet surgelés,4 nuggets (76 g),4 nuggets (76 g),180,10.00,2.000,0.000,4.000,4.000,20,490,12.00,1.0,0.00,-,-,Protein,Vita,Calciu,Iron,Potassiu,4 nuggets (76 g),180,10.00,2.000,0.000,4.000,4.000,20,490,12.00,1.0,0.00,-,-,-,-,-,-,-
Frozen Concentrate Lemonade,Limonade concentrée surgelée,1 can (6 fl oz),1 canette (6 onces liquides),396,0.44,0.057,-,0.129,0.018,0,9,103.15,0.4,98.62,0.66,-,15,1.58,147,0,38.8,100 g,181,0.2,0.026,-,0.059,0.008,0,4,47.1,0.2,45.03,0.3,-,7,0.72,67,0,17.7
Frozen Cream Substitute,Substitut de crème glacée,1 cup,1 tasse,326,23.93,4.649,-,0.065,18.122,0,190,27.31,0,27.31,2.4,-,22,0.07,458,2,0,100 g,136,9.97,1.937,-,0.027,7.551,0,79,11.38,0,11.38,1,-,9,0.03,191,1,0
Frozen Fruit Cocktail or Mix,Cocktail ou mélange de fruits surgelés,1 cup,1 tasse,105,0.64,0.077,-,0.256,0.135,0,0,25.78,5.4,19.74,2.11,-,26,0.9,350,30,12,100 g,49,0.3,0.036,-,0.119,0.063,0,0,11.99,2.5,9.18,0.98,-,12,0.42,163,14,5.6
Frozen Fruit Ice (No Sugar Added),Glace aux fruits surgelée (sans sucre ajouté),1 bar,1 barre,12,0.05,0,-,-,-,0,3,3.16,0,-,0.26,-,1,0.07,13,0,0,100 g,24,0.1,0,-,-,-,0,5,6.2,0,-,0.5,-,2,0.13,26,0,0
Frozen Grapefruit Juice (Reconstituted with Water),Jus de pamplemousse surgelé (reconstitué avec de l'eau),1 fl oz,1 once liquide,13,0.04,0.006,-,0.01,0.006,0,1,2.98,0,2.95,0.17,-,3,0.04,42,0,10.4,1 fl oz,13,0.04,0.006,-,0.01,0.006,0,1,2.98,0,2.95,0.17,-,3,0.04,42,0,10.4
Frozen Honeydew (Balls),Miellat surgelé (boules),1 cup,1 tasse,83,0.32,0.087,-,0.136,0.007,0,41,20.91,1.8,18.68,1.24,-,14,0.39,524,7,41.4,100 g,36,0.14,0.038,-,0.059,0.003,0,18,09.09,0.8,8.12,0.54,-,6,0.17,228,3,18
Frozen Italian Ice,Glace italienne congelée,1/2 cup,1/2 tasse,61,0.02,0,-,0,0,0,5,15.66,0,-,0.03,-,1,0.1,7,-,0.6,100 g,53,0.02,0,-,0,0,0,4,13.5,0,-,0.03,-,1,0.09,6,-,0.5
Frozen Margarita,Margarita glacée,1 drink,1 boisson,218,0.17,0.025,-,0.056,0.014,0,1638,12.16,0.3,9.82,0.11,-,8,0.14,36,0,2.8,100 g,78,0.06,0.009,-,0.02,0.005,0,587,4.36,0.1,3.52,0.04,-,3,0.05,13,0,1
Frozen Orange Juice,Jus d'orange surgelé,1 bar,1 barre,70,0,0,-,0,0,0,6,17.15,0.1,14.79,0.37,-,7,0.35,74,1,19,100 g,95,0,0,-,0,0,0,8,23.17,0.1,19.99,0.5,-,9,0.47,100,1,25.7
Frozen Orange Juice (Reconstituted with Water),Jus d'orange surgelé (reconstitué avec de l'eau),1 cup,1 tasse,112,0.15,0.017,-,0.03,0.027,0,5,27.14,0.5,26.57,1.69,-,27,0.25,478,12,98.1,100 g,45,0.06,0.007,-,0.012,0.011,0,2,10.9,0.2,10.67,0.68,-,11,0.1,192,5,39.4
Frozen Raspberries,Framboises surgelées,100 g,100g,103,0.16,0.005,-,0.089,0.015,0,1,26.16,4.4,21.76,0.7,-,15,0.65,114,3,16.5,100 g,103,0.16,0.005,-,0.089,0.015,0,1,26.16,4.4,21.76,0.7,-,15,0.65,114,3,16.5
Frozen Raspberries with Sugar,Framboises surgelées au sucre,1 cup,1 tasse,258,0.4,0.012,-,0.222,0.038,0,2,65.4,11,54.4,1.75,-,38,1.62,285,8,41.2,100 g,103,0.16,0.005,-,0.089,0.015,0,1,26.16,4.4,21.76,0.7,-,15,0.65,114,3,16.5
Frozen Strawberries,Fraises surgelées,100 g,100g,87,0.14,0.007,-,0.066,0.019,0,2,23.46,1.9,21.49,0.52,-,11,0.53,98,1,40.4,100 g,87,0.14,0.007,-,0.066,0.019,0,2,23.46,1.9,21.49,0.52,-,11,0.53,98,1,40.4
Frozen Strawberries with Sugar,Fraises surgelées au sucre,100 g,100g,87,0.14,0.007,-,0.066,0.019,0,2,23.46,1.9,21.49,0.52,-,11,0.53,98,1,40.4,100 g,87,0.14,0.007,-,0.066,0.019,0,2,23.46,1.9,21.49,0.52,-,11,0.53,98,1,40.4
Frozen Whipped Topping,Garniture fouettée surgelée,1 cup,1 tasse,238,18.98,16.337,-,0.392,1.212,0,19,17.29,0,17.29,0.94,-,4,0.09,14,5,0,100 g,318,25.31,21.783,-,0.523,1.616,0,25,23.05,0,23.05,1.25,-,6,0.12,18,7,0
Frozen Yogurt,Yaourt glacé,1 cup (8 fl oz),1 tasse (8 onces liquides),214,2.94,1.88,-,0.084,0.824,10,120,39.24,0.6,38.12,9.4,-,318,0.46,456,24,1.4,100 g,107,1.47,0.94,-,0.042,0.412,5,60,19.62,0.3,19.06,4.7,-,159,0.23,228,12,0.7
Fructose Sweetener (Sugar Substitute Dry Powder),Édulcorant au fructose (poudre sèche de substitut de sucre),1 tsp,1 cuillère à café,15,0,0,-,0,0,0,1,4.2,0,3.89,0,-,0,0,0,0,0,100 g,368,0,0,-,0,0,0,12,100,0,92.7,0,-,0,0.1,0,0,0
Fruit and/or Nuts Muffin,Muffin aux fruits et/ou noix,1 medium,1 médium,313,7.34,1.579,-,2.819,2.228,34,505,54.24,2.9,22.26,6.22,-,64,1.82,139,26,1.2,100 g,277,6.5,1.397,-,2.495,1.972,30,447,48,2.6,19.7,5.5,-,57,1.61,123,23,1.1
Fruit Cocktail or Mix,Cocktail ou mélange de fruits,1 cup,1 tasse,93,0.3,0.07,-,0.079,0.023,0,2,24.24,3.2,17.83,01.02,-,14,0.28,296,32,28.4,100 g,53,0.17,0.04,-,0.045,0.013,0,1,13.85,1.8,10.19,0.58,-,8,0.16,169,18,16.2
Fruit Cocktail Unsweetened in Water Pack (Cooked or Canned),Cocktail de fruits non sucré dans de l'eau (cuit ou en conserve),1 cup,1 tasse,78,0.12,0.015,-,0.049,0.022,0,10,20.85,2.4,18.4,01.03,-,12,0.61,230,32,5.1,100 g,32,0.05,0.006,-,0.02,0.009,0,4,8.51,1,7.51,0.42,-,5,0.25,94,13,2.1
Fruit Filled Crepe,Crêpe fourrée aux fruits,1 crepe with filling,1 crêpe fourrée,144,5.44,1.364,-,1.297,2.288,60,137,20.72,0.9,12.85,3.58,-,37,0.75,85,66,2.9,100 g,184,6.97,1.749,-,1.663,2.933,77,176,26.57,1.2,16.47,4.59,-,47,0.96,109,85,3.7
Fruit Flavored Drink (made From Powdered Mix Mainly Sugar with High Vitamin C Added),Boisson aromatisée aux fruits (à base de mélange en poudre principalement de sucre avec une teneur élevée en vitamine C ajoutée),1 cup (8 fl oz),1 tasse (8 onces liquides),120,0,0,-,0,0,0,10,30.48,0.2,28.44,0,-,122,0,58,185,71,100 g,50,0,0,-,0,0,0,4,12.7,0.1,11.85,0,-,51,0,24,77,29.6
Fruit Flavored Drink (made From Sweetened Powdered Mix Fortified with Vitamin C),Boisson aromatisée aux fruits (à base de mélange en poudre sucré enrichi en vitamine C),1 cup (8 fl oz),1 tasse (8 onces liquides),88,0.02,0.012,-,0.003,0.003,0,15,22.45,0,21.88,0,-,38,0.13,0,0,28,100 g,35,0.01,0.005,-,0.001,0.001,0,6,8.98,0,8.75,0,-,15,0.05,0,0,11.2
Fruit Flavored Sports Drink,Boisson sportive aromatisée aux fruits,1 serving 8 fl oz,1 portion de 8 onces liquides,66,0.24,0,-,0,0,0,73,16.49,0,13.52,0,-,2,0.54,34,0,1,100 g,27,0.1,0,-,0,0,0,30,6.76,0,5.54,0,-,1,0.22,14,0,0.4
Fruit Flavored Sports Drink (Low Calorie),Boisson sportive aromatisée aux fruits (faible en calories),1 cup (8 fl oz),1 tasse (8 onces liquides),26,0,0,-,0,0,0,84,7.2,0,0,0,-,0,0.12,24,0,15.1,100 g,11,0,0,-,0,0,0,35,3,0,0,0,-,0,0.05,10,0,6.3
Fruit Punch (Alcoholic),Punch aux fruits (alcoolisé),1 punch cup (4 fl oz),1 tasse à punch (4 fl oz),74,0.03,0.002,-,0.013,0.005,0,6,7.85,0,5.88,0.14,-,9,0.36,95,0,2.9,100 g,64,0.03,0.002,-,0.011,0.004,0,5,6.77,0,05.07,0.12,-,8,0.31,82,0,2.5
Fruit Punch (Frozen Concentrate with Water),Punch aux fruits (concentré congelé avec de l'eau),1 cup (8 fl oz),1 tasse (8 onces liquides),114,0,0.002,-,0.005,0.002,0,10,28.8,0.2,-,0.15,-,10,0.22,32,0,108.2,100 g,46,0,0.001,-,0.002,0.001,0,4,11.66,0.1,-,0.06,-,4,0.09,13,0,43.8
Fruit Punch (made with Fruit Juice and Soda),Punch aux fruits (à base de jus de fruits et de soda),1 cup (8 fl oz),1 tasse (8 onces liquides),108,0.15,0.01,-,0.051,0.017,0,10,26.51,0.2,22.88,0.44,-,20,0.59,162,0,12.2,100 g,44,0.06,0.004,-,0.021,0.007,0,4,10.82,0.1,9.34,0.18,-,8,0.24,66,0,5
Fruit Punch (made with Soda Fruit Juice and Sherbet or Ice Cream),Punch aux fruits (à base de jus de fruit soda et de sorbet ou de crème glacée),1 cup (8 fl oz),1 tasse (8 onces liquides),166,1.18,0.622,-,0.079,0.297,0,31,38.04,2,31.18,1.28,-,46,0.46,269,8,36.4,1 cup (8 fl oz),166,1.18,0.622,-,0.079,0.297,0,31,38.04,2,31.18,1.28,-,46,0.46,269,8,36.4
Fruit Punch (with Added Nutrients Canned),Punch aux fruits (avec nutriments ajoutés en conserve),1 cup (8 fl oz),1 tasse (8 onces liquides),117,0,0,-,0.007,0.005,0,94,29.69,0.5,28,0,-,20,0.22,77,5,73.4,100 g,47,0,0,-,0.003,0.002,0,38,11.97,0.2,11.29,0,-,8,0.09,31,2,29.6
Fruit Salad,Salade de fruits,1 cup,1 tasse,108,1.63,1.229,-,0.084,0.101,0,11,25,3.4,20.46,1.27,-,44,0.38,268,11,67.6,100 g,57,0.86,0.647,-,0.044,0.053,0,6,13.16,1.8,10.77,0.67,-,23,0.2,141,6,35.6
Fruit Salad (without Citrus Fruits),Salade de Fruits (sans Agrumes),1 cup,1 tasse,125,1.63,1.216,-,0.108,0.089,0,0,30.08,3.8,19.8,1.31,-,13,0.49,357,6,29.1,100 g,66,0.86,0.64,-,0.057,0.047,0,0,15.83,2,10.42,0.69,-,7,0.26,188,3,15.3
Fruit Smoothie (made with Fruit or Fruit Juice only),Smoothie aux fruits (à base de fruits ou de jus de fruits uniquement),1 cup,1 tasse,130,0.29,0.067,-,0.09,0.027,0,4,33.52,2.1,27.55,0.88,-,15,0.71,336,2,31.5,100 g,62,0.14,0.032,-,0.043,0.013,0,2,15.96,1,13.12,0.42,-,7,0.34,160,1,15
Fruit Smoothie Drink,Boisson smoothie aux fruits,1 cup,1 tasse,162,1.76,0.988,-,0.133,0.434,4,28,36.68,2.6,30.08,2.14,-,61,0.57,343,16,30.9,100 g,80,0.87,0.489,-,0.066,0.215,2,14,18.16,1.3,14.89,01.06,-,30,0.28,170,8,15.3
Fruit Smoothie Drink (with Fruit Juice and Dairy Products),Boisson smoothie aux fruits (avec jus de fruits et produits laitiers),1 cup,1 tasse,198,3.23,1.909,-,0.178,0.84,10,55,41.15,3,33.67,3.41,-,107,0.46,364,30,31.7,100 g,98,1.6,0.945,-,0.088,0.416,5,27,20.37,1.5,16.67,1.69,-,53,0.23,180,15,15.7
Fruit Waffle,Gaufre aux fruits,"1 round (4"" dia) (include frozen)","1 rond (4"" de diamètre) (y compris surgelé)",108,3.21,0.655,-,0.629,1.707,5,240,17.47,1,2.38,2.5,-,102,2.28,53,140,0.7,100 g,278,8.24,1.681,-,1.614,4.377,12,616,44.8,2.6,6.1,6.4,-,261,5.84,137,358,1.9
Fruit-Flavored Drink (Powder Mix Unsweetened),Boisson aromatisée aux fruits (mélange de poudres non sucrées),2 tsps of rounded,2 cuillères à café de arrondi,56,0,0,-,0,0,0,682,22.82,0,0,0,-,276,0.01,0,0,272.7,100 g,226,0,0,-,0,0,0,2727,91.3,0,0,0,-,1105,0.03,1,0,1090.9
Fuji Apples,Pommes Fuji,"1 medium (2-3/4"" dia) (approx 3 per lb)","1 moyen (2-3/4"" de diamètre) (environ 3 par livre)",71,0.24,0.039,-,0.07,0.01,0,1,19.06,3.3,14.34,0.36,-,8,0.17,148,4,6.4,100 g,52,0.17,0.028,-,0.051,0.007,0,1,13.81,2.4,10.39,0.26,-,6,0.12,107,3,4.6
Garbanzo Beans,Pois chiches,1 cup,1 tasse,295,4.9,0.507,-,2.184,1.101,0,398,49.17,14.1,8.67,15.65,-,87,05.06,709,2,3.2,100 g,180,2.99,0.309,-,1.332,0.671,0,243,29.98,8.6,5.29,9.54,-,53,03.08,433,1,2
Garlic,Ail,1 clove,1 clou de girofle,4,0.02,0.003,-,0.007,0,0,1,0.99,0.1,0.03,0.19,-,5,0.05,12,0,0.9,100 g,149,0.5,0.089,-,0.249,0.011,0,17,33.06,2.1,1,6.36,-,181,1.7,401,0,31.2
Garlic & Rosemary Potatoes,Pommes de terre à l'ail et au romarin,3 oz (85 g),3 onces (85 g),40,1.50,-,-,-,-,-,170,4.00,2.0,1.00,2.00,-,-,-,-,-,-,3 oz (85 g),40,1.50,-,-,-,-,-,170,4.00,2.0,1.00,2.00,-,-,-,-,-,-
Garlic Bread,Pain à l'ail,"1 small slice (2-1/2"" x 2"" x 1"")","1 petite tranche (2-1/2"" x 2"" x 1"")",53,02.04,0.395,-,0.574,0.937,0,98,7.3,0.4,0.07,1.24,-,11,0.36,17,17,0,100 g,330,12.78,2.466,-,3.587,5.858,0,610,45.62,2.7,0.42,7.75,-,66,2.22,109,106,0.2
Garlic Bread - Five Cheese,Pain à l'Ail - Cinq Fromages,"2.25"" slice","Tranche de 2,25""",210,11.00,4.500,0.000,-,-,5,320,21.00,1.0,1.00,6.00,-,-,-,-,-,-,"2.25"" slice",210,11.00,4.500,0.000,-,-,5,320,21.00,1.0,1.00,6.00,-,-,-,-,-,-
Garlic Bread - Mozzarella,Pain à l'Ail - Mozzarella,"2.25"" slice","Tranche de 2,25""",180,9.00,3.500,2.000,-,-,0,250,19.00,2.0,2.00,5.00,-,-,-,-,-,-,"2.25"" slice",180,9.00,3.500,2.000,-,-,0,250,19.00,2.0,2.00,5.00,-,-,-,-,-,-
Garlic Naan Bread,Pain naan à l'ail,1/2 naan (63 g),1/2 naan (63 g),160,3.00,0.500,0.000,-,-,5,450,28.00,1.0,3.00,4.00,-,-,-,-,-,-,1/2 naan (63 g),160,3.00,0.500,0.000,-,-,5,450,28.00,1.0,3.00,4.00,-,-,-,-,-,-
Garlic Pepper,Ail Poivre,1/4 tsp (0.7 g),"1/4 cuillère à café (0,7 g)",0,0.00,0.000,0.000,-,-,0,0,0.00,0.0,0.00,0.00,-,-,-,-,-,-,1/4 tsp (0.7 g),0,0.00,0.000,0.000,-,-,0,0,0.00,0.0,0.00,0.00,-,-,-,-,-,-
Garlic Powder,Poudre d'ail,1 tsp,1 cuillère à café,9,0.02,0.004,-,0.011,0,0,1,02.04,0.3,0.68,0.47,-,2,0.08,31,0,0.5,100 g,332,0.76,0.135,-,0.378,0.017,0,26,72.71,9.9,24.3,16.8,-,80,2.75,1101,0,18
Garlic Tandoori Naan,Naan tandoori à l’ail,1 piece (85 g),1 pièce (85 g),210,1.50,0.000,0.000,-,-,0,280,39.00,2.0,1.00,6.00,-,-,-,-,-,-,1 piece (85 g),210,1.50,0.000,0.000,-,-,0,280,39.00,2.0,1.00,6.00,-,-,-,-,-,-
Gelatin Dessert,Dessert à la gélatine,1 cup,1 tasse,149,0,0,-,0,0,0,180,34.06,0,32.38,2.93,-,7,0.05,2,0,0,100 g,62,0,0,-,0,0,0,75,14.19,0,13.49,1.22,-,3,0.02,1,0,0
Gelatin Dessert with Cream Cheese,Dessert à la gélatine et au fromage à la crème,1 cup,1 tasse,198,06.09,3.834,-,0.22,1.719,19,217,31.91,0,29.92,04.02,-,22,0.26,24,65,0,100 g,83,2.55,1.604,-,0.092,0.719,8,91,13.35,0,12.52,1.68,-,9,0.11,10,27,0
Gelatin Dessert with Fruit,Dessert à la gélatine aux fruits,1 cup,1 tasse,156,0.22,0.07,-,0.051,0.017,0,113,38.71,1.4,32.11,2.59,-,10,0.29,235,2,8.4,100 g,65,0.09,0.029,-,0.021,0.007,0,47,16.13,0.6,13.38,01.08,-,4,0.12,98,1,3.5
Gelatin Dessert with Fruit and Cream Cheese,Dessert à la gélatine aux fruits et fromage à la crème,1 cup,1 tasse,189,4.16,2.566,-,0.192,1.135,12,141,37.02,1.4,30.47,3.32,-,19,0.43,237,43,7.9,100 g,79,1.74,1.074,-,0.08,0.475,5,59,15.49,0.6,12.75,1.39,-,8,0.18,99,18,3.3
Genuine Draft Beer,Véritable bière pression,1 bottle (12 oz),1 bouteille (12 onces),143,0.00,0.000,0.000,-,-,0,7,13.10,0.0,0.00,1.00,-,-,-,-,-,-,1 bottle (12 oz),143,0.00,0.000,0.000,-,-,0,7,13.10,0.0,0.00,1.00,-,-,-,-,-,-
German Strawberry Sparkling Wine,Vin mousseux allemand aux fraises,1 glass (3.5 fl oz),"1 verre (3,5 onces liquides)",86,0.01,0,-,0.003,0.001,0,5,2.9,0,0.89,0.08,-,8,0.38,103,0,1.2,100 g,83,0.01,0,-,0.003,0.001,0,5,2.81,0,0.86,0.08,-,8,0.37,100,0,1.2
German Style Potato Salad,Salade de pommes de terre à l'allemande,1 cup,1 tasse,154,2.17,0.705,-,0.301,0.908,5,416,29.15,2.6,3.13,4.41,-,14,0.61,560,5,19.2,100 g,88,1.24,0.403,-,0.172,0.519,3,238,16.66,1.5,1.79,2.52,-,8,0.35,320,3,11
Gin and Tonic,Gin-tonic,1 cocktail,1 cocktail,171,0.04,0.005,-,0.009,0.005,0,23,15.77,0,14.96,0.04,-,5,0.07,11,0,0.9,100 g,76,0.02,0.002,-,0.004,0.002,0,10,07.01,0,6.65,0.02,-,2,0.03,5,0,0.4
Glaze Frostings,Glaçages,1 oz,1 once,102,2.24,0.496,-,0.655,0.955,1,27,20.84,0,-,0.17,-,6,0.02,9,25,0.1,100 g,359,7.9,1.75,-,2.31,3.37,2,94,73.5,0,-,0.6,-,22,0.06,30,87,0.2
Gnocchi Alla Sorrentina,Gnocchis à la Sorrentine,1 cup (140 g),1 tasse (140 g),220,3.00,1.000,0.000,-,-,5,320,39.00,3.0,8.00,8.00,-,40,0.90,250,-,-,1 cup (140 g),220,3.00,1.000,0.000,-,-,5,320,39.00,3.0,8.00,8.00,-,40,0.90,250,-,-
Gnocchi with Potato,Gnocchis aux Pommes de Terre,1 cup,1 tasse,250,0.50,-,-,-,-,0,590,59.00,3.0,2.00,5.00,-,-,-,-,-,-,1 cup,250,0.50,-,-,-,-,0,590,59.00,3.0,2.00,5.00,-,-,-,-,-,-
Goat Cheese,Fromage de chèvre,1 cubic inch,1 pouce cube,90,7.21,4.987,-,0.171,1.645,19,103,0.47,0,0.47,5.88,-,111,0.45,20,98,0,100 g,361,28.85,19.948,-,0.685,6.58,77,411,1.87,0,1.87,23.52,-,443,1.8,78,394,0
Goats Cheese (Hard),Fromage De Chèvre (Dur),100 g,100g,452,35.59,24.609,-,0.845,8.117,105,346,2.17,0,2.17,30.52,-,895,1.88,48,486,0,100 g,452,35.59,24.609,-,0.845,8.117,105,346,2.17,0,2.17,30.52,-,895,1.88,48,486,0
Goats Cheese (Semisoft),Fromage de Chèvre (Demi-doux),100 g,100g,364,29.84,20.639,-,0.709,6.808,79,515,2.54,0,2.54,21.58,-,298,1.62,158,407,0,100 g,364,29.84,20.639,-,0.709,6.808,79,515,2.54,0,2.54,21.58,-,298,1.62,158,407,0
